id;date;journal_id/id;name;period_id/id;line_id/account_id/id;line_id/date;line_id/name;line_id/credit;line_id/debit;line_id/journal_id/id;line_id/period_id/id
;;;;;__export__.account_account_117;2016-01-01;50_14692616 - M. Gorin - Expert métier ressources docum.HES - SO (2016);;18000.00;__export__.account_journal_5;__export__.account_period_19
145;2015-09-01;__export__.account_journal_5;145;__export__.account_period_18;39336;2015-09-01;34_39336 - Projet subvention pour FP7  -  S. Varone - 46805  -  Réalisation RCSO PlaSoDo (2015);7200.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;34_39336 - Projet subvention pour FP7  -  S. Varone - 46805  -  Réalisation RCSO PlaSoDo (2015);;7200.00;__export__.account_journal_5;__export__.account_period_18
146;2015-09-01;__export__.account_journal_5;146;__export__.account_period_18;__export__.account_account_1967;2015-09-01;34_39336 - Projet subvention pour FP7  -  S. Varone - 46805  -  Réalisation RCSO PlaSoDo (2015);7200.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;34_39336 - Projet subvention pour FP7  -  S. Varone - 46805  -  Réalisation RCSO PlaSoDo (2015);;7200.00;__export__.account_journal_5;__export__.account_period_18
147;2016-01-01;__export__.account_journal_5;147;__export__.account_period_19;39336;2016-01-01;34_39336 - Projet subvention pour FP7  -  S. Varone - 46805  -  Réalisation RCSO PlaSoDo (2016);14400.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;34_39336 - Projet subvention pour FP7  -  S. Varone - 46805  -  Réalisation RCSO PlaSoDo (2016);;14400.00;__export__.account_journal_5;__export__.account_period_19
148;2016-01-01;__export__.account_journal_5;148;__export__.account_period_19;__export__.account_account_1967;2016-01-01;34_39336 - Projet subvention pour FP7  -  S. Varone - 46805  -  Réalisation RCSO PlaSoDo (2016);14400.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;34_39336 - Projet subvention pour FP7  -  S. Varone - 46805  -  Réalisation RCSO PlaSoDo (2016);;14400.00;__export__.account_journal_5;__export__.account_period_19
149;2015-09-01;__export__.account_journal_5;149;__export__.account_period_18;__export__.account_account_174;2015-09-01;50_40102089 - L. Blonde - 42769  -  H 2020 Projet RAWFIE (2015);24300.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;50_40102089 - L. Blonde - 42769  -  H 2020 Projet RAWFIE (2015);;24300.00;__export__.account_journal_5;__export__.account_period_18
150;2015-09-01;__export__.account_journal_5;150;__export__.account_period_18;42769;2015-09-01;50_40102089 - L. Blonde - 42769  -  H 2020 Projet RAWFIE (2015);24300.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;50_40102089 - L. Blonde - 42769  -  H 2020 Projet RAWFIE (2015);;24300.00;__export__.account_journal_5;__export__.account_period_18
151;2016-01-01;__export__.account_journal_5;151;__export__.account_period_19;__export__.account_account_174;2016-01-01;50_40102089 - L. Blonde - 42769  -  H 2020 Projet RAWFIE (2016);12150.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;50_40102089 - L. Blonde - 42769  -  H 2020 Projet RAWFIE (2016);;12150.00;__export__.account_journal_5;__export__.account_period_19
152;2016-01-01;__export__.account_journal_5;152;__export__.account_period_19;42769;2016-01-01;50_40102089 - L. Blonde - 42769  -  H 2020 Projet RAWFIE (2016);12150.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;50_40102089 - L. Blonde - 42769  -  H 2020 Projet RAWFIE (2016);;12150.00;__export__.account_journal_5;__export__.account_period_19
153;2015-09-01;__export__.account_journal_5;153;__export__.account_period_18;39616;2015-09-01;34_39616 - Mandats divers du Professeur Christophe - Alexandre Dunand - Réalisation de mandats HETS (2015);3999.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;34_39616 - Mandats divers du Professeur Christophe - Alexandre Dunand - Réalisation de mandats HETS (2015);;3999.60;__export__.account_journal_5;__export__.account_period_18
154;2015-09-01;__export__.account_journal_5;154;__export__.account_period_18;__export__.account_account_1967;2015-09-01;34_39616 - Mandats divers du Professeur Christophe - Alexandre Dunand - Réalisation de mandats HETS (2015);3999.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;34_39616 - Mandats divers du Professeur Christophe - Alexandre Dunand - Réalisation de mandats HETS (2015);;3999.60;__export__.account_journal_5;__export__.account_period_18
155;2016-01-01;__export__.account_journal_5;155;__export__.account_period_19;39616;2016-01-01;34_39616 - Mandats divers du Professeur Christophe - Alexandre Dunand - Réalisation de mandats HETS (2016);8000.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;34_39616 - Mandats divers du Professeur Christophe - Alexandre Dunand - Réalisation de mandats HETS (2016);;8000.40;__export__.account_journal_5;__export__.account_period_19
156;2016-01-01;__export__.account_journal_5;156;__export__.account_period_19;__export__.account_account_1967;2016-01-01;34_39616 - Mandats divers du Professeur Christophe - Alexandre Dunand - Réalisation de mandats HETS (2016);8000.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;34_39616 - Mandats divers du Professeur Christophe - Alexandre Dunand - Réalisation de mandats HETS (2016);;8000.40;__export__.account_journal_5;__export__.account_period_19
157;2015-09-01;__export__.account_journal_5;157;__export__.account_period_18;42863;2015-09-01;34_42863 - Projet subvention pour FP7  -  V. Pignon - Mandat Kalaidos Univ Applied Sces (14/15 - 15/16) (2015);240.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;34_42863 - Projet subvention pour FP7  -  V. Pignon - Mandat Kalaidos Univ Applied Sces (14/15 - 15/16) (2015);;240.00;__export__.account_journal_5;__export__.account_period_18
158;2015-09-01;__export__.account_journal_5;158;__export__.account_period_18;__export__.account_account_1967;2015-09-01;34_42863 - Projet subvention pour FP7  -  V. Pignon - Mandat Kalaidos Univ Applied Sces (14/15 - 15/16) (2015);240.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;34_42863 - Projet subvention pour FP7  -  V. Pignon - Mandat Kalaidos Univ Applied Sces (14/15 - 15/16) (2015);;240.00;__export__.account_journal_5;__export__.account_period_18
159;2016-01-01;__export__.account_journal_5;159;__export__.account_period_19;42863;2016-01-01;34_42863 - Projet subvention pour FP7  -  V. Pignon - Mandat Kalaidos Univ Applied Sces (14/15 - 15/16) (2016);480.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;34_42863 - Projet subvention pour FP7  -  V. Pignon - Mandat Kalaidos Univ Applied Sces (14/15 - 15/16) (2016);;480.00;__export__.account_journal_5;__export__.account_period_19
160;2016-01-01;__export__.account_journal_5;160;__export__.account_period_19;__export__.account_account_1967;2016-01-01;34_42863 - Projet subvention pour FP7  -  V. Pignon - Mandat Kalaidos Univ Applied Sces (14/15 - 15/16) (2016);480.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;34_42863 - Projet subvention pour FP7  -  V. Pignon - Mandat Kalaidos Univ Applied Sces (14/15 - 15/16) (2016);;480.00;__export__.account_journal_5;__export__.account_period_19
161;2015-09-01;__export__.account_journal_5;161;__export__.account_period_18;__export__.account_account_181;2015-09-01;50_13959929 - L. Cornaglia - Mineure Créagir Cours (2015);879.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;50_13959929 - L. Cornaglia - Mineure Créagir Cours (2015);;879.60;__export__.account_journal_5;__export__.account_period_18
162;2015-09-01;__export__.account_journal_5;162;__export__.account_period_18;__export__.account_account_1967;2015-09-01;50_13959929 - L. Cornaglia - Mineure Créagir Cours (2015);879.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;50_13959929 - L. Cornaglia - Mineure Créagir Cours (2015);;879.60;__export__.account_journal_5;__export__.account_period_18
163;2016-01-01;__export__.account_journal_5;163;__export__.account_period_19;__export__.account_account_181;2016-01-01;50_13959929 - L. Cornaglia - Mineure Créagir Cours (2016);1760.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;50_13959929 - L. Cornaglia - Mineure Créagir Cours (2016);;1760.40;__export__.account_journal_5;__export__.account_period_19
164;2016-01-01;__export__.account_journal_5;164;__export__.account_period_19;__export__.account_account_1967;2016-01-01;50_13959929 - L. Cornaglia - Mineure Créagir Cours (2016);1760.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;50_13959929 - L. Cornaglia - Mineure Créagir Cours (2016);;1760.40;__export__.account_journal_5;__export__.account_period_19
165;2015-09-01;__export__.account_journal_5;165;__export__.account_period_18;__export__.account_account_218;2015-09-01;50_18445737 - A. Starkov - Math Passerelle EHG (2015);3519.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;50_18445737 - A. Starkov - Math Passerelle EHG (2015);;3519.60;__export__.account_journal_5;__export__.account_period_18
166;2015-09-01;__export__.account_journal_5;166;__export__.account_period_18;__export__.account_account_1967;2015-09-01;50_18445737 - A. Starkov - Math Passerelle EHG (2015);3519.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;50_18445737 - A. Starkov - Math Passerelle EHG (2015);;3519.60;__export__.account_journal_5;__export__.account_period_18
167;2016-01-01;__export__.account_journal_5;167;__export__.account_period_19;__export__.account_account_218;2016-01-01;50_18445737 - A. Starkov - Math Passerelle EHG (2016);7040.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;50_18445737 - A. Starkov - Math Passerelle EHG (2016);;7040.40;__export__.account_journal_5;__export__.account_period_19
168;2016-01-01;__export__.account_journal_5;168;__export__.account_period_19;__export__.account_account_1967;2016-01-01;50_18445737 - A. Starkov - Math Passerelle EHG (2016);7040.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;50_18445737 - A. Starkov - Math Passerelle EHG (2016);;7040.40;__export__.account_journal_5;__export__.account_period_19
169;2015-09-01;__export__.account_journal_5;169;__export__.account_period_18;38465;2015-09-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Comité – conférences (2015);1599.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Comité – conférences (2015);;1599.60;__export__.account_journal_5;__export__.account_period_18
170;2015-09-01;__export__.account_journal_5;170;__export__.account_period_18;__export__.account_account_1967;2015-09-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Comité – conférences (2015);1599.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Comité – conférences (2015);;1599.60;__export__.account_journal_5;__export__.account_period_18
171;2016-01-01;__export__.account_journal_5;171;__export__.account_period_19;38465;2016-01-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Comité – conférences (2016);3200.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Comité – conférences (2016);;3200.40;__export__.account_journal_5;__export__.account_period_19
172;2016-01-01;__export__.account_journal_5;172;__export__.account_period_19;__export__.account_account_1967;2016-01-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Comité – conférences (2016);3200.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Comité – conférences (2016);;3200.40;__export__.account_journal_5;__export__.account_period_19
173;2015-09-01;__export__.account_journal_5;173;__export__.account_period_18;38465;2015-09-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Publication (2015);1599.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Publication (2015);;1599.60;__export__.account_journal_5;__export__.account_period_18
174;2015-09-01;__export__.account_journal_5;174;__export__.account_period_18;__export__.account_account_1967;2015-09-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Publication (2015);1599.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Publication (2015);;1599.60;__export__.account_journal_5;__export__.account_period_18
175;2016-01-01;__export__.account_journal_5;175;__export__.account_period_19;38465;2016-01-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Publication (2016);3200.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Publication (2016);;3200.40;__export__.account_journal_5;__export__.account_period_19
176;2016-01-01;__export__.account_journal_5;176;__export__.account_period_19;__export__.account_account_1967;2016-01-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Publication (2016);3200.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;34_38465 - Subvention pour FP7  -  A. Kalousis - Publication (2016);;3200.40;__export__.account_journal_5;__export__.account_period_19
177;2015-09-01;__export__.account_journal_5;177;__export__.account_period_18;__export__.account_account_188;2015-09-01;50_12396718 - P. Dugerdil - Responsable CRAG (2015);36000.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;50_12396718 - P. Dugerdil - Responsable CRAG (2015);;36000.00;__export__.account_journal_5;__export__.account_period_18
178;2015-09-01;__export__.account_journal_5;178;__export__.account_period_18;__export__.account_account_1967;2015-09-01;50_12396718 - P. Dugerdil - Responsable CRAG (2015);36000.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;50_12396718 - P. Dugerdil - Responsable CRAG (2015);;36000.00;__export__.account_journal_5;__export__.account_period_18
179;2016-01-01;__export__.account_journal_5;179;__export__.account_period_19;__export__.account_account_188;2016-01-01;50_12396718 - P. Dugerdil - Responsable CRAG (2016);72000.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;50_12396718 - P. Dugerdil - Responsable CRAG (2016);;72000.00;__export__.account_journal_5;__export__.account_period_19
180;2016-01-01;__export__.account_journal_5;180;__export__.account_period_19;__export__.account_account_1967;2016-01-01;50_12396718 - P. Dugerdil - Responsable CRAG (2016);72000.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;50_12396718 - P. Dugerdil - Responsable CRAG (2016);;72000.00;__export__.account_journal_5;__export__.account_period_19
181;2015-09-01;__export__.account_journal_5;181;__export__.account_period_18;__export__.account_account_1966;2015-09-01;50_40103251 - J. E. Ramapuram - 42769  -  Projet RAWFIE (2015);24300.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;50_40103251 - J. E. Ramapuram - 42769  -  Projet RAWFIE (2015);;24300.00;__export__.account_journal_5;__export__.account_period_18
182;2015-09-01;__export__.account_journal_5;182;__export__.account_period_18;42769;2015-09-01;50_40103251 - J. E. Ramapuram - 42769  -  Projet RAWFIE (2015);24300.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;50_40103251 - J. E. Ramapuram - 42769  -  Projet RAWFIE (2015);;24300.00;__export__.account_journal_5;__export__.account_period_18
183;2016-01-01;__export__.account_journal_5;183;__export__.account_period_19;__export__.account_account_1966;2016-01-01;50_40103251 - J. E. Ramapuram - 42769  -  Projet RAWFIE (2016);24300.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;50_40103251 - J. E. Ramapuram - 42769  -  Projet RAWFIE (2016);;24300.00;__export__.account_journal_5;__export__.account_period_19
184;2016-01-01;__export__.account_journal_5;184;__export__.account_period_19;42769;2016-01-01;50_40103251 - J. E. Ramapuram - 42769  -  Projet RAWFIE (2016);24300.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;50_40103251 - J. E. Ramapuram - 42769  -  Projet RAWFIE (2016);;24300.00;__export__.account_journal_5;__export__.account_period_19
185;2015-09-01;__export__.account_journal_5;185;__export__.account_period_18;__export__.account_account_175;2015-09-01;50_40016856 - N. Borzykowski - 33239  -  Projet FNS Bois (2015);11250.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;50_40016856 - N. Borzykowski - 33239  -  Projet FNS Bois (2015);;11250.00;__export__.account_journal_5;__export__.account_period_18
186;2015-09-01;__export__.account_journal_5;186;__export__.account_period_18;33239;2015-09-01;50_40016856 - N. Borzykowski - 33239  -  Projet FNS Bois (2015);11250.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;50_40016856 - N. Borzykowski - 33239  -  Projet FNS Bois (2015);;11250.00;__export__.account_journal_5;__export__.account_period_18
187;2016-01-01;__export__.account_journal_5;187;__export__.account_period_19;__export__.account_account_175;2016-01-01;50_40016856 - N. Borzykowski - 33239  -  Projet FNS Bois (2016);22500.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;50_40016856 - N. Borzykowski - 33239  -  Projet FNS Bois (2016);;22500.00;__export__.account_journal_5;__export__.account_period_19
188;2016-01-01;__export__.account_journal_5;188;__export__.account_period_19;33239;2016-01-01;50_40016856 - N. Borzykowski - 33239  -  Projet FNS Bois (2016);22500.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;50_40016856 - N. Borzykowski - 33239  -  Projet FNS Bois (2016);;22500.00;__export__.account_journal_5;__export__.account_period_19
189;2015-09-01;__export__.account_journal_5;189;__export__.account_period_18;27358;2015-09-01;34_27358 - CAS Module LT 2 Inspiré  -  session 2010 - 2011  -  OPE  -  P. Merlier - Formation diagnostic organisationel pour RH EGE (2015);399.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;34_27358 - CAS Module LT 2 Inspiré  -  session 2010 - 2011  -  OPE  -  P. Merlier - Formation diagnostic organisationel pour RH EGE (2015);;399.60;__export__.account_journal_5;__export__.account_period_18
190;2015-09-01;__export__.account_journal_5;190;__export__.account_period_18;__export__.account_account_1967;2015-09-01;34_27358 - CAS Module LT 2 Inspiré  -  session 2010 - 2011  -  OPE  -  P. Merlier - Formation diagnostic organisationel pour RH EGE (2015);399.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;34_27358 - CAS Module LT 2 Inspiré  -  session 2010 - 2011  -  OPE  -  P. Merlier - Formation diagnostic organisationel pour RH EGE (2015);;399.60;__export__.account_journal_5;__export__.account_period_18
191;2016-01-01;__export__.account_journal_5;191;__export__.account_period_19;27358;2016-01-01;34_27358 - CAS Module LT 2 Inspiré  -  session 2010 - 2011  -  OPE  -  P. Merlier - Formation diagnostic organisationel pour RH EGE (2016);800.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;34_27358 - CAS Module LT 2 Inspiré  -  session 2010 - 2011  -  OPE  -  P. Merlier - Formation diagnostic organisationel pour RH EGE (2016);;800.40;__export__.account_journal_5;__export__.account_period_19
192;2016-01-01;__export__.account_journal_5;192;__export__.account_period_19;__export__.account_account_1967;2016-01-01;34_27358 - CAS Module LT 2 Inspiré  -  session 2010 - 2011  -  OPE  -  P. Merlier - Formation diagnostic organisationel pour RH EGE (2016);800.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;34_27358 - CAS Module LT 2 Inspiré  -  session 2010 - 2011  -  OPE  -  P. Merlier - Formation diagnostic organisationel pour RH EGE (2016);;800.40;__export__.account_journal_5;__export__.account_period_19
193;2015-09-01;__export__.account_journal_5;193;__export__.account_period_18;39336;2015-09-01;34_39336 - Projet subvention pour FP7  -  S. Varone - Dépôt CTI Soins à domicile (2015);4800.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;34_39336 - Projet subvention pour FP7  -  S. Varone - Dépôt CTI Soins à domicile (2015);;4800.00;__export__.account_journal_5;__export__.account_period_18
194;2015-09-01;__export__.account_journal_5;194;__export__.account_period_18;__export__.account_account_1967;2015-09-01;34_39336 - Projet subvention pour FP7  -  S. Varone - Dépôt CTI Soins à domicile (2015);4800.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;34_39336 - Projet subvention pour FP7  -  S. Varone - Dépôt CTI Soins à domicile (2015);;4800.00;__export__.account_journal_5;__export__.account_period_18
195;2016-01-01;__export__.account_journal_5;195;__export__.account_period_19;39336;2016-01-01;34_39336 - Projet subvention pour FP7  -  S. Varone - Dépôt CTI Soins à domicile (2016);9600.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;34_39336 - Projet subvention pour FP7  -  S. Varone - Dépôt CTI Soins à domicile (2016);;9600.00;__export__.account_journal_5;__export__.account_period_19
196;2016-01-01;__export__.account_journal_5;196;__export__.account_period_19;__export__.account_account_1967;2016-01-01;34_39336 - Projet subvention pour FP7  -  S. Varone - Dépôt CTI Soins à domicile (2016);9600.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;34_39336 - Projet subvention pour FP7  -  S. Varone - Dépôt CTI Soins à domicile (2016);;9600.00;__export__.account_journal_5;__export__.account_period_19
197;2015-09-01;__export__.account_journal_5;197;__export__.account_period_18;38457;2015-09-01;34_38457 - Projet subvention pour FP7  -  D. Billard - Reserve  -  dépôt RCSO (2015);3999.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;34_38457 - Projet subvention pour FP7  -  D. Billard - Reserve  -  dépôt RCSO (2015);;3999.60;__export__.account_journal_5;__export__.account_period_18
198;2015-09-01;__export__.account_journal_5;198;__export__.account_period_18;__export__.account_account_1967;2015-09-01;34_38457 - Projet subvention pour FP7  -  D. Billard - Reserve  -  dépôt RCSO (2015);3999.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;34_38457 - Projet subvention pour FP7  -  D. Billard - Reserve  -  dépôt RCSO (2015);;3999.60;__export__.account_journal_5;__export__.account_period_18
199;2016-01-01;__export__.account_journal_5;199;__export__.account_period_19;38457;2016-01-01;34_38457 - Projet subvention pour FP7  -  D. Billard - Reserve  -  dépôt RCSO (2016);8000.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;34_38457 - Projet subvention pour FP7  -  D. Billard - Reserve  -  dépôt RCSO (2016);;8000.40;__export__.account_journal_5;__export__.account_period_19
200;2016-01-01;__export__.account_journal_5;200;__export__.account_period_19;__export__.account_account_1967;2016-01-01;34_38457 - Projet subvention pour FP7  -  D. Billard - Reserve  -  dépôt RCSO (2016);8000.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;34_38457 - Projet subvention pour FP7  -  D. Billard - Reserve  -  dépôt RCSO (2016);;8000.40;__export__.account_journal_5;__export__.account_period_19
201;2015-09-01;__export__.account_journal_5;201;__export__.account_period_18;__export__.account_account_194;2015-09-01;50_14692616 - M. Gorin - Encadrement MSCI (12h/ élève)  - > 6 élèves (2015);2880.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;50_14692616 - M. Gorin - Encadrement MSCI (12h/ élève)  - > 6 élèves (2015);;2880.00;__export__.account_journal_5;__export__.account_period_18
202;2015-09-01;__export__.account_journal_5;202;__export__.account_period_18;__export__.account_account_1967;2015-09-01;50_14692616 - M. Gorin - Encadrement MSCI (12h/ élève)  - > 6 élèves (2015);2880.00;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;50_14692616 - M. Gorin - Encadrement MSCI (12h/ élève)  - > 6 élèves (2015);;2880.00;__export__.account_journal_5;__export__.account_period_18
203;2016-01-01;__export__.account_journal_5;203;__export__.account_period_19;__export__.account_account_194;2016-01-01;50_14692616 - M. Gorin - Encadrement MSCI (12h/ élève)  - > 6 élèves (2016);5760.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;50_14692616 - M. Gorin - Encadrement MSCI (12h/ élève)  - > 6 élèves (2016);;5760.00;__export__.account_journal_5;__export__.account_period_19
204;2016-01-01;__export__.account_journal_5;204;__export__.account_period_19;__export__.account_account_1967;2016-01-01;50_14692616 - M. Gorin - Encadrement MSCI (12h/ élève)  - > 6 élèves (2016);5760.00;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;50_14692616 - M. Gorin - Encadrement MSCI (12h/ élève)  - > 6 élèves (2016);;5760.00;__export__.account_journal_5;__export__.account_period_19
205;2015-09-01;__export__.account_journal_5;205;__export__.account_period_18;__export__.account_account_184;2015-09-01;50_13187802 - A. De Banoff - ESIG : Poste 6h/22*1800 (2015);19599.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;50_13187802 - A. De Banoff - ESIG : Poste 6h/22*1800 (2015);;19599.60;__export__.account_journal_5;__export__.account_period_18
206;2015-09-01;__export__.account_journal_5;206;__export__.account_period_18;__export__.account_account_1967;2015-09-01;50_13187802 - A. De Banoff - ESIG : Poste 6h/22*1800 (2015);19599.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;50_13187802 - A. De Banoff - ESIG : Poste 6h/22*1800 (2015);;19599.60;__export__.account_journal_5;__export__.account_period_18
207;2016-01-01;__export__.account_journal_5;207;__export__.account_period_19;__export__.account_account_184;2016-01-01;50_13187802 - A. De Banoff - ESIG : Poste 6h/22*1800 (2016);39200.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;50_13187802 - A. De Banoff - ESIG : Poste 6h/22*1800 (2016);;39200.40;__export__.account_journal_5;__export__.account_period_19
208;2016-01-01;__export__.account_journal_5;208;__export__.account_period_19;__export__.account_account_1967;2016-01-01;50_13187802 - A. De Banoff - ESIG : Poste 6h/22*1800 (2016);39200.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_117;2016-01-01;50_13187802 - A. De Banoff - ESIG : Poste 6h/22*1800 (2016);;39200.40;__export__.account_journal_5;__export__.account_period_19
209;2015-09-01;__export__.account_journal_5;209;__export__.account_period_18;__export__.account_account_180;2015-09-01;50_40100227 - N. Cheikhrouhou - Publication (2015);1599.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_134;2015-09-01;50_40100227 - N. Cheikhrouhou - Publication (2015);;1599.60;__export__.account_journal_5;__export__.account_period_18
210;2015-09-01;__export__.account_journal_5;210;__export__.account_period_18;__export__.account_account_1967;2015-09-01;50_40100227 - N. Cheikhrouhou - Publication (2015);1599.60;;__export__.account_journal_5;__export__.account_period_18
;;;;;__export__.account_account_117;2015-09-01;50_40100227 - N. Cheikhrouhou - Publication (2015);;1599.60;__export__.account_journal_5;__export__.account_period_18
211;2016-01-01;__export__.account_journal_5;211;__export__.account_period_19;__export__.account_account_180;2016-01-01;50_40100227 - N. Cheikhrouhou - Publication (2016);3200.40;;__export__.account_journal_5;__export__.account_period_19
;;;;;__export__.account_account_134;2016-01-01;50_40100227 - N. Cheikhrouhou - Publication (2016);;3200.40;__export__.account_journal_5;__export__.account_period_19
